,title,name,rating,rental_duration,rental_rate,length,replacement_cost,special_features,rental_date
12629,Dirty Ace,Games,NC-17,7,2.99,147,29.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 17:58:14
12630,Bingo Talented,Sci-Fi,PG-13,5,2.99,150,22.99,"['Trailers', 'Commentaries']",2005-08-18 18:00:23
12631,Gilmore Boiled,Classics,R,5,0.99,163,29.99,"['Trailers', 'Behind the Scenes']",2005-08-18 18:00:29
12632,Sweet Brotherhood,Travel,R,3,2.99,185,27.99,['Deleted Scenes'],2005-08-18 18:06:53
12633,Nightmare Chill,Games,PG,3,4.99,149,25.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 18:11:39
12634,Carrie Bunch,Horror,PG,7,0.99,114,11.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 18:13:05
12635,Graffiti Love,Sci-Fi,PG,3,0.99,117,29.99,"['Trailers', 'Deleted Scenes']",2005-08-18 18:14:49
12636,Comforts Rush,Travel,NC-17,3,2.99,76,19.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 18:18:08
12637,Igby Maker,Travel,NC-17,7,4.99,160,12.99,"['Trailers', 'Behind the Scenes']",2005-08-18 18:19:16
12638,Jersey Sassy,Children,PG,6,4.99,60,16.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 18:21:06
12639,Forrester Comancheros,Animation,NC-17,7,4.99,112,22.99,"['Trailers', 'Behind the Scenes']",2005-08-18 18:22:27
12640,Gleaming Jawbreaker,Sports,NC-17,5,2.99,89,25.99,"['Trailers', 'Commentaries']",2006-02-14 15:16:03
12641,Pirates Roxanne,Sports,PG,4,0.99,100,20.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 18:25:06
12642,Bill Others,Documentary,PG,6,2.99,93,12.99,"['Trailers', 'Commentaries']",2005-08-18 18:29:51
12643,Seattle Expecations,Drama,PG-13,4,4.99,110,18.99,['Trailers'],2005-08-18 18:30:21
12644,Punk Divorce,Animation,PG,6,4.99,100,18.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 18:31:47
12645,Rage Games,Family,R,4,4.99,120,18.99,"['Trailers', 'Behind the Scenes']",2005-08-18 18:33:20
12646,Academy Dinosaur,Documentary,PG,6,0.99,86,20.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 18:36:16
12647,Informer Double,Foreign,NC-17,4,4.99,74,23.99,"['Trailers', 'Commentaries']",2005-08-18 18:48:58
12648,Robbery Bright,Family,R,4,0.99,134,21.99,['Trailers'],2005-08-18 18:53:17
12649,Jedi Beneath,Family,PG,7,0.99,128,12.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 18:56:40
12650,Creatures Shakespeare,Games,NC-17,3,0.99,139,23.99,"['Trailers', 'Deleted Scenes']",2005-08-18 18:57:44
12651,Superfly Trip,Travel,PG,5,0.99,114,27.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 18:58:35
12652,Shootist Superfly,Drama,PG-13,6,0.99,67,22.99,['Trailers'],2005-08-18 19:02:16
12653,Videotape Arsenic,Games,NC-17,4,4.99,145,10.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 19:05:42
12654,Birch Antitrust,Music,PG,4,4.99,162,18.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 19:05:49
12655,Bound Cheaper,Classics,PG,5,0.99,98,17.99,['Behind the Scenes'],2005-08-18 19:07:23
12656,Frogmen Breaking,Travel,R,5,0.99,111,17.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 19:10:10
12657,Feud Frogmen,Family,R,6,0.99,98,29.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 19:10:41
12658,Drumline Cyclone,Travel,G,3,0.99,110,14.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 19:10:52
12659,Mother Oleander,Sports,R,3,0.99,103,20.99,"['Trailers', 'Commentaries']",2005-08-18 19:10:54
12660,Gorgeous Bingo,Children,R,4,2.99,108,26.99,"['Deleted Scenes', 'Behind the Scenes']",2006-02-14 15:16:03
12661,Trading Pinocchio,Sports,PG,6,4.99,170,22.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 19:11:41
12662,American Circus,Action,R,3,4.99,129,17.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 19:11:45
12663,Horn Working,Animation,PG,4,2.99,95,23.99,['Trailers'],2005-08-18 19:16:47
12664,Working Microcosmos,Travel,R,4,4.99,74,22.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 19:17:47
12665,Graffiti Love,Sci-Fi,PG,3,0.99,117,29.99,"['Trailers', 'Deleted Scenes']",2005-08-18 19:17:58
12666,Grease Youth,Family,G,7,0.99,135,20.99,"['Trailers', 'Deleted Scenes']",2005-08-18 19:19:59
12667,Grapes Fury,Foreign,G,4,0.99,155,20.99,"['Commentaries', 'Behind the Scenes']",2006-02-14 15:16:03
12668,Trouble Date,Travel,PG,6,2.99,61,13.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 19:21:56
12669,Chariots Conspiracy,Sci-Fi,R,5,2.99,71,29.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 19:24:56
12670,Casablanca Super,Travel,G,6,4.99,85,22.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 19:34:02
12671,Maude Mod,Foreign,R,6,0.99,72,20.99,"['Trailers', 'Behind the Scenes']",2005-08-18 19:34:40
12672,Eve Resurrection,New,G,5,4.99,66,25.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 19:36:05
12673,Maguire Apache,Family,NC-17,6,2.99,74,22.99,"['Trailers', 'Commentaries']",2005-08-18 19:41:27
12674,French Holiday,Documentary,PG,5,4.99,99,22.99,['Behind the Scenes'],2005-08-18 19:42:11
12675,Control Anthem,Comedy,G,7,4.99,185,9.99,['Commentaries'],2005-08-18 19:43:46
12676,Gables Metropolis,Family,PG,3,0.99,161,17.99,"['Trailers', 'Commentaries']",2005-08-18 19:48:06
12677,Driver Annie,Sports,PG-13,4,2.99,159,11.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2006-02-14 15:16:03
12678,Half Outfield,Family,PG-13,6,2.99,146,25.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 19:50:43
12679,Deceiver Betrayed,Drama,NC-17,7,0.99,122,22.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 19:51:27
12680,Valley Packer,Comedy,G,3,0.99,73,21.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 19:51:29
12681,Calendar Gunfight,Foreign,NC-17,4,4.99,120,22.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 19:55:09
12682,Pinocchio Simon,Comedy,PG,4,4.99,103,21.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 19:57:39
12683,Knock Warlock,Comedy,PG-13,4,2.99,71,21.99,['Trailers'],2005-08-18 19:59:54
12684,Divorce Shining,Sports,G,3,2.99,47,21.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 20:06:34
12685,Shakespeare Saddle,Sports,PG-13,6,2.99,60,26.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 20:06:57
12686,Song Hedwig,Music,PG-13,3,0.99,165,29.99,"['Trailers', 'Deleted Scenes']",2005-08-18 20:07:46
12687,Music Boondock,Family,R,7,0.99,129,17.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 20:09:19
12688,Frisco Forrest,Sci-Fi,PG,6,4.99,51,23.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 20:10:19
12689,Greatest North,Music,NC-17,5,2.99,93,24.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 20:10:39
12690,Bringing Hysterical,Comedy,PG,7,2.99,136,14.99,['Trailers'],2005-08-18 20:11:35
12691,Suspects Quills,Action,PG,4,2.99,47,22.99,['Trailers'],2005-08-18 20:13:08
12692,Muscle Bright,Travel,G,7,2.99,185,23.99,['Deleted Scenes'],2005-08-18 20:14:56
12693,Silverado Goldfinger,Sci-Fi,PG,4,4.99,74,11.99,"['Trailers', 'Commentaries']",2006-02-14 15:16:03
12694,Sling Luke,Classics,R,5,0.99,84,10.99,['Behind the Scenes'],2005-08-18 20:20:59
12695,Canyon Stock,Animation,R,7,0.99,85,26.99,"['Trailers', 'Deleted Scenes']",2005-08-18 20:24:46
12696,Lambs Cincinatti,Games,PG-13,6,4.99,144,18.99,"['Trailers', 'Behind the Scenes']",2005-08-18 20:26:47
12697,Heaven Freedom,Comedy,PG,7,2.99,48,19.99,['Commentaries'],2005-08-18 20:30:33
12698,Ending Crowds,New,NC-17,6,0.99,85,10.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 20:37:13
12699,Aladdin Calendar,Sports,NC-17,6,4.99,63,24.99,"['Trailers', 'Deleted Scenes']",2005-08-18 20:43:00
12700,Language Cowboy,Children,NC-17,5,0.99,78,26.99,"['Trailers', 'Deleted Scenes']",2005-08-18 20:44:14
12701,Dolls Rage,Sci-Fi,PG-13,7,2.99,120,10.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 20:44:34
12702,Fury Murder,Children,PG-13,3,0.99,178,28.99,['Deleted Scenes'],2005-08-18 20:52:02
12703,Saddle Antitrust,Comedy,PG-13,7,2.99,80,10.99,"['Trailers', 'Deleted Scenes']",2005-08-18 20:59:17
12704,Stone Fire,Travel,G,3,0.99,94,19.99,['Trailers'],2005-08-18 20:59:51
12705,Past Suicides,Foreign,PG-13,5,4.99,157,17.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 21:02:50
12706,Mallrats United,Comedy,PG,4,0.99,133,25.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 21:03:32
12707,Mighty Luck,Documentary,PG,7,2.99,122,13.99,['Behind the Scenes'],2005-08-18 21:04:13
12708,Forrest Sons,Action,R,4,2.99,63,15.99,['Commentaries'],2005-08-18 21:07:28
12709,Crooked Frogmen,Children,PG-13,6,0.99,143,27.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 21:08:01
12710,Spartacus Cheaper,Family,NC-17,4,4.99,52,19.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 21:09:38
12711,Creatures Shakespeare,Games,NC-17,3,0.99,139,23.99,"['Trailers', 'Deleted Scenes']",2006-02-14 15:16:03
12712,Secret Groundhog,Documentary,PG,6,4.99,90,11.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 21:15:40
12713,Quest Mussolini,Action,R,5,2.99,177,29.99,['Behind the Scenes'],2005-08-18 21:21:44
12714,Doors President,Animation,NC-17,3,4.99,49,22.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2006-02-14 15:16:03
12715,Mod Secretary,Documentary,NC-17,6,4.99,77,20.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 21:28:42
12716,Disciple Mother,Travel,PG,3,0.99,141,17.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 21:30:12
12717,Daisy Menagerie,Sci-Fi,G,5,4.99,84,9.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 21:33:53
12718,Tramp Others,Comedy,PG,4,0.99,171,27.99,['Deleted Scenes'],2005-08-18 21:34:16
12719,Jekyll Frogmen,New,PG,4,2.99,58,22.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 21:37:20
12720,Thief Pelican,Animation,PG-13,5,4.99,135,28.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 21:43:09
12721,Affair Prejudice,Horror,G,5,2.99,117,26.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 21:44:46
12722,Adaptation Holes,Documentary,NC-17,7,2.99,50,18.99,"['Trailers', 'Deleted Scenes']",2005-08-18 21:45:15
12723,Potter Connecticut,Animation,PG,5,2.99,115,16.99,"['Trailers', 'Commentaries']",2005-08-18 21:47:48
12724,Smoking Barbarella,Documentary,PG-13,7,0.99,50,13.99,['Behind the Scenes'],2005-08-18 21:52:59
12725,Alien Center,Foreign,NC-17,5,2.99,46,10.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 21:55:01
12726,Graffiti Love,Sci-Fi,PG,3,0.99,117,29.99,"['Trailers', 'Deleted Scenes']",2005-08-18 21:55:38
12727,Reunion Witches,Drama,R,3,0.99,63,26.99,['Commentaries'],2005-08-18 21:57:50
12728,Random Go,Sci-Fi,NC-17,6,2.99,73,29.99,['Trailers'],2005-08-18 21:59:00
12729,Shootist Superfly,Drama,PG-13,6,0.99,67,22.99,['Trailers'],2005-08-18 22:04:52
12730,Sleepless Monsoon,Animation,G,5,4.99,64,12.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 22:04:54
12731,Shawshank Bubble,Travel,PG,6,4.99,80,20.99,"['Commentaries', 'Deleted Scenes']",2006-02-14 15:16:03
12732,Clue Grail,Music,NC-17,6,4.99,70,27.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 22:11:37
12733,Vertigo Northwest,Comedy,R,4,2.99,90,17.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 22:11:47
12734,Torque Bound,Drama,G,3,4.99,179,27.99,"['Trailers', 'Commentaries']",2005-08-18 22:15:18
12735,Driving Polish,Music,NC-17,6,4.99,175,21.99,"['Trailers', 'Deleted Scenes']",2005-08-18 22:17:04
12736,Igby Maker,Travel,NC-17,7,4.99,160,12.99,"['Trailers', 'Behind the Scenes']",2005-08-18 22:17:05
12737,Greatest North,Music,NC-17,5,2.99,93,24.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-18 22:22:03
12738,Mile Mulan,Sports,PG,4,0.99,64,10.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 22:22:31
12739,Spy Mile,Games,PG-13,6,2.99,112,13.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 22:22:36
12740,Beach Heartbreakers,Documentary,G,6,2.99,122,16.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 22:22:45
12741,Details Packer,Games,R,4,4.99,88,17.99,"['Commentaries', 'Deleted Scenes']",2006-02-14 15:16:03
12742,Thin Sagebrush,Documentary,PG-13,5,4.99,53,9.99,['Behind the Scenes'],2005-08-18 22:28:22
12743,Range Moonwalker,Family,PG,3,4.99,147,25.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 22:29:05
12744,Contact Anonymous,Travel,PG-13,7,2.99,166,10.99,['Commentaries'],2005-08-18 22:31:21
12745,Smoochy Control,Sports,R,7,0.99,184,18.99,['Behind the Scenes'],2005-08-18 22:32:39
12746,Mussolini Spoilers,Sports,G,6,2.99,180,10.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 22:33:22
12747,Shepherd Midsummer,Children,R,7,0.99,113,14.99,['Deleted Scenes'],2005-08-18 22:33:36
12748,Fool Mockingbird,Action,PG,3,4.99,158,24.99,"['Trailers', 'Commentaries']",2005-08-18 22:37:39
12749,Trading Pinocchio,Sports,PG,6,4.99,170,22.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 22:37:41
12750,American Circus,Action,R,3,4.99,129,17.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 22:38:47
12751,Hardly Robbers,Documentary,R,7,2.99,72,15.99,"['Trailers', 'Behind the Scenes']",2005-08-18 22:52:13
12752,Dorado Notting,Music,NC-17,5,4.99,139,26.99,['Commentaries'],2005-08-18 22:57:45
12753,Kane Exorcist,Foreign,R,5,0.99,92,18.99,"['Trailers', 'Commentaries']",2005-08-18 22:58:34
12754,Trojan Tomorrow,Sci-Fi,PG,3,2.99,52,9.99,"['Commentaries', 'Deleted Scenes']",2006-02-14 15:16:03
12755,Trip Newton,Action,PG-13,7,4.99,64,14.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 23:03:19
12756,Modern Dorado,Documentary,PG,3,0.99,74,20.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 23:05:22
12757,Stranger Strangers,Children,G,3,4.99,139,12.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 23:06:54
12758,Boogie Amelie,Music,R,6,4.99,121,11.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 23:07:01
12759,Agent Truman,Foreign,PG,3,2.99,169,17.99,['Deleted Scenes'],2005-08-18 23:14:15
12760,Jersey Sassy,Children,PG,6,4.99,60,16.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 23:21:50
12761,Soldiers Evolution,Sci-Fi,R,7,4.99,185,27.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 23:25:20
12762,Robbery Bright,Family,R,4,0.99,134,21.99,['Trailers'],2005-08-18 23:25:49
12763,Horror Reign,Travel,R,3,0.99,139,25.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 23:26:11
12764,Dancing Fever,Documentary,G,6,0.99,144,25.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 23:26:40
12765,Gleaming Jawbreaker,Sports,NC-17,5,2.99,89,25.99,"['Trailers', 'Commentaries']",2005-08-18 23:29:00
12766,Philadelphia Wife,Sports,PG-13,7,4.99,137,16.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-18 23:29:23
12767,Durham Panky,Sports,R,6,4.99,154,14.99,"['Trailers', 'Commentaries']",2005-08-18 23:29:25
12768,Warlock Werewolf,Children,G,6,2.99,83,10.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 23:32:19
12769,Shining Roses,Travel,G,4,0.99,125,12.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 23:34:22
12770,Wait Cider,Animation,PG-13,3,0.99,112,9.99,['Trailers'],2005-08-18 23:35:56
12771,Lawless Vision,Animation,G,6,4.99,181,29.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-18 23:37:33
12772,Samurai Lion,New,G,5,2.99,110,21.99,['Commentaries'],2005-08-18 23:39:22
12773,Show Lord,Documentary,PG-13,3,4.99,167,24.99,['Deleted Scenes'],2005-08-18 23:40:23
12774,Hamlet Wisdom,Sci-Fi,R,7,2.99,146,21.99,"['Trailers', 'Deleted Scenes']",2005-08-18 23:44:00
12775,Alamo Videotape,Foreign,G,6,0.99,126,16.99,"['Commentaries', 'Behind the Scenes']",2005-08-18 23:48:16
12776,Dwarfs Alter,Games,G,6,2.99,101,13.99,"['Commentaries', 'Deleted Scenes']",2005-08-18 23:50:24
12777,Fish Opus,Sci-Fi,R,4,2.99,125,22.99,"['Trailers', 'Deleted Scenes', 'Behind the Scenes']",2005-08-18 23:56:23
12778,Doubtfire Labyrinth,Foreign,R,5,4.99,154,16.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-19 00:01:14
12779,Bringing Hysterical,Comedy,PG,7,2.99,136,14.99,['Trailers'],2005-08-19 00:02:46
12780,Trojan Tomorrow,Sci-Fi,PG,3,2.99,52,9.99,"['Commentaries', 'Deleted Scenes']",2005-08-19 00:05:49
12781,Amadeus Holy,Action,PG,6,0.99,113,20.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2006-02-14 15:16:03
12782,Hunger Roof,Foreign,G,6,0.99,105,21.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-19 00:07:58
12783,Cheaper Clyde,Sci-Fi,G,6,0.99,87,23.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-19 00:15:09
12784,Lock Rear,Travel,R,7,2.99,120,10.99,"['Trailers', 'Commentaries']",2005-08-19 00:16:19
12785,Enemy Odds,Music,NC-17,5,4.99,77,23.99,['Trailers'],2005-08-19 00:16:54
12786,Shepherd Midsummer,Children,R,7,0.99,113,14.99,['Deleted Scenes'],2005-08-19 00:17:09
12787,Fight Jawbreaker,Animation,R,3,0.99,91,13.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2006-02-14 15:16:03
12788,Dynamite Tarzan,Classics,PG-13,4,0.99,141,27.99,['Deleted Scenes'],2005-08-19 00:20:36
12789,Gandhi Kwai,Family,PG-13,7,0.99,86,9.99,['Trailers'],2005-08-19 00:20:37
12790,Mourning Purple,Sci-Fi,PG,5,0.99,146,14.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-19 00:21:52
12791,Enemy Odds,Music,NC-17,5,4.99,77,23.99,['Trailers'],2005-08-19 00:22:24
12792,Gangs Pride,Animation,PG-13,4,2.99,185,27.99,['Behind the Scenes'],2005-08-19 00:24:08
12793,Undefeated Dalmations,Horror,PG-13,7,4.99,107,22.99,['Commentaries'],2005-08-19 00:24:33
12794,Storm Happiness,Animation,NC-17,6,0.99,57,28.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-19 00:27:01
12795,Basic Easy,Travel,PG-13,4,2.99,90,18.99,['Deleted Scenes'],2005-08-19 00:27:11
12796,Daughter Madigan,Children,PG-13,3,4.99,59,13.99,['Trailers'],2005-08-19 00:27:19
12797,Lover Truman,Classics,G,3,2.99,75,29.99,['Trailers'],2005-08-19 00:27:41
12798,Divide Monster,Sci-Fi,PG-13,6,2.99,68,13.99,"['Trailers', 'Commentaries']",2005-08-19 00:28:21
12799,Apache Divine,Family,NC-17,5,4.99,92,16.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-19 00:33:15
12800,Pacific Amistad,Documentary,G,3,0.99,144,27.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-19 00:36:34
12801,Wizard Coldblooded,Music,PG,4,4.99,75,12.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-19 00:37:26
12802,Kwai Homeward,Drama,PG-13,5,0.99,46,25.99,"['Trailers', 'Commentaries']",2005-08-19 00:38:46
12803,Streetcar Intentions,Horror,R,5,4.99,73,11.99,['Commentaries'],2005-08-19 00:40:41
12804,Hours Rage,New,NC-17,4,0.99,122,14.99,"['Trailers', 'Deleted Scenes']",2005-08-19 00:42:24
12805,Expendable Stallion,Documentary,PG,3,0.99,97,14.99,"['Trailers', 'Behind the Scenes']",2005-08-19 00:44:10
12806,Chasing Fight,Family,PG,7,4.99,114,21.99,"['Trailers', 'Commentaries']",2005-08-19 00:51:28
12807,Taxi Kick,Music,PG-13,4,0.99,64,23.99,"['Commentaries', 'Deleted Scenes']",2005-08-19 00:54:02
12808,Reign Gentlemen,Sci-Fi,PG-13,3,2.99,82,29.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-19 00:54:22
12809,Attraction Newton,New,PG-13,5,4.99,83,14.99,"['Trailers', 'Behind the Scenes']",2005-08-19 00:58:24
12810,Breaking Home,New,PG-13,4,2.99,169,21.99,"['Trailers', 'Commentaries']",2005-08-19 00:59:42
12811,Temple Attraction,Horror,PG,5,4.99,71,13.99,"['Commentaries', 'Deleted Scenes']",2005-08-19 01:04:05
12812,Egypt Tenenbaums,Horror,PG,3,0.99,85,11.99,"['Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-19 01:04:35
12813,Phantom Glory,New,NC-17,6,2.99,60,17.99,"['Commentaries', 'Behind the Scenes']",2005-08-19 01:04:59
12814,Downhill Enough,Comedy,G,3,0.99,47,19.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-19 01:05:05
12815,Others Soup,Travel,PG,7,2.99,118,18.99,['Deleted Scenes'],2005-08-19 01:05:08
12816,Rugrats Shakespeare,Action,PG-13,4,0.99,109,16.99,"['Trailers', 'Commentaries', 'Deleted Scenes', 'Behind the Scenes']",2005-08-19 01:07:02
12817,Bowfinger Gables,Horror,NC-17,7,4.99,72,19.99,"['Trailers', 'Deleted Scenes']",2005-08-19 01:15:24
12818,Braveheart Human,Family,PG-13,7,2.99,176,14.99,"['Trailers', 'Deleted Scenes']",2005-08-19 01:15:47
12819,Heartbreakers Bright,Children,G,3,4.99,59,9.99,"['Trailers', 'Deleted Scenes']",2005-08-19 01:18:00
12820,Wolves Desire,Travel,NC-17,7,0.99,55,13.99,['Behind the Scenes'],2005-08-19 01:23:58
12821,Encounters Curtain,Drama,NC-17,5,0.99,92,20.99,['Trailers'],2005-08-19 01:25:11
12822,Crossroads Casualties,Animation,G,5,2.99,153,20.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-19 01:27:23
12823,Truman Crazy,Action,G,7,4.99,92,9.99,"['Trailers', 'Commentaries']",2005-08-19 01:37:47
12824,Dragon Squad,Action,NC-17,4,0.99,170,26.99,"['Deleted Scenes', 'Behind the Scenes']",2005-08-19 01:38:18
12825,Tights Dawn,Sports,R,5,0.99,172,14.99,"['Trailers', 'Behind the Scenes']",2005-08-19 01:40:25
12826,Highball Potter,Foreign,R,6,0.99,110,10.99,['Deleted Scenes'],2005-08-19 01:40:43
12827,Neighbors Charade,Sports,R,3,0.99,161,20.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-19 01:41:44
12828,Snatch Slipper,Comedy,PG,6,4.99,110,15.99,['Commentaries'],2005-08-19 01:42:28
12829,Coldblooded Darling,Sci-Fi,G,7,4.99,70,27.99,"['Trailers', 'Deleted Scenes']",2005-08-19 01:47:30
12830,Flight Lies,Sports,R,7,4.99,179,22.99,['Trailers'],2005-08-19 01:47:45
12831,Fantasy Troopers,Action,PG-13,6,0.99,58,27.99,['Behind the Scenes'],2005-08-19 01:48:33
12832,Kick Savannah,Travel,PG-13,3,0.99,179,10.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-19 01:51:09
12833,Early Home,Animation,NC-17,6,4.99,96,27.99,"['Trailers', 'Commentaries', 'Behind the Scenes']",2005-08-19 01:51:50
12834,Honey Ties,Sports,R,3,0.99,84,29.99,"['Trailers', 'Commentaries', 'Deleted Scenes']",2005-08-19 01:53:43
